,C_NADH / mM,1e-05,1.584893192461114e-05,2.5118864315095822e-05,3.9810717055349695e-05,6.309573444801929e-05,0.0001,0.00015848931924611142,0.0002511886431509582,0.00039810717055349735,0.000630957344480193,0.001,0.001584893192461114,0.002511886431509582,0.003981071705534973,0.006309573444801936,0.01,0.01584893192461114,0.025118864315095822,0.039810717055349734,0.06309573444801936,0.1
0,0.0,1.0000010991238888,1.0000010991238888,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991238888,1.0000010991238888,1.0000010991245298,1.00000109912453,1.0000010991245298,1.000001099123889,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991245298,1.0000010991245298
1,1.0000000000000001e-07,1.073376065654024,1.0467356282638063,1.0296731361466023,1.018799197784874,1.011893013108653,1.0075169728777615,1.00474835488566,1.0029984424575598,1.0018931054756728,1.0011951981017957,1.0007546538688836,1.0004766116804316,1.000301148002496,1.0001904255866998,1.0001205595568412,1.0000764751205187,1.000048658941198,1.000031107811224,1.0000200336726057,1.0000130463148937,1.0000086375712136
2,1.2631335639768382e-07,1.0920923182850957,1.0587792471400344,1.0373745336633224,1.0237018196347736,1.0150043440884216,1.0094874416534998,1.0059946135195057,1.0037859765612627,1.0023904862320014,1.0015092162786177,1.0009528627308062,1.0006017037249204,1.0003800880669287,1.000240238393252,1.0001519913864956,1.0000963081716863,1.0000611731980062,1.0000390040352427,1.0000250160391817,1.0000161901355926,1.0000106213333915
3,1.595506400444829e-07,1.1154277574317721,1.0738545368308874,1.0470429640875913,1.029869406532115,1.0189240270431963,1.0119721844003304,1.0075670936275691,1.0047800466557166,1.0030184660363066,1.0019057506905353,1.0012031813731126,1.0007596930502753,1.0004797922283115,1.0003031554144355,1.0001916926340775,1.0001213594039682,1.0000769801530405,1.0000489779503365,1.0000313094425601,1.0000201612410482,1.0000131271512327
4,2.015337685941733e-07,1.1444517989906255,1.0926893322297664,1.0591641429175949,1.0376210019177179,1.0238588720684907,1.0151040798034558,1.0095506342671734,1.0060345926175838,1.0038112451906303,1.0024064474217824,1.0015192945240647,1.0009592249403472,1.0006057196212872,1.00038262287641,1.0002418384363652,1.0001530015282525,1.0000969460675035,1.0000615762082696,1.000039258833562,1.0000251773218252,1.0000162924107452
5,2.545640673860415e-07,1.180460241343545,1.1161709282825116,1.0743356815801093,1.047352050450144,1.0300668103182031,1.0190495841524827,1.0120518204970277,1.007617510185525,1.004811926333066,1.0030386089237917,1.0019184717257335,1.0012112129388873,1.0007647631219674,1.0004829926693077,1.0003051757786745,1.0001929682553594,1.0001221650496974,1.0000774892451212,1.0000492999169508,1.00003151333731,1.000020290635725
6,3.215484176977706e-07,1.224997234450626,1.1453744444398521,1.0932895158136124,1.0595511312650219,1.0378688336591435,1.0240168041443662,1.01520437907089,1.0096141863414085,1.0060748004328872,1.0038366592282315,1.0024225011331949,1.0015294317838064,1.0009656249744774,1.0006097599448036,1.0003851736558194,1.0002434491080245,1.000154018927175,1.0000975890929575,1.0000619830025819,1.0000395165709495,1.0000253410078832
7,4.06158598837698e-07,1.279940419611468,1.1816024276024617,1.1169177867581712,1.0748192855474576,1.047662752100062,1.0302652624073518,1.0191758156555206,1.012131887983762,1.0076682018017702,1.0048439811730774,1.0030588634237558,1.0019312640647149,1.001219290290885,1.0007698628486446,1.0004862125721066,1.0003072091678873,1.0001942528357324,1.0001229770998363,1.0000780031158736,1.0000496256404217,1.0000317203437405
8,5.130325584897003e-07,1.3474887965563633,1.2264064508284354,1.1463012366619116,1.0938925215530366,1.0599399921863362,1.038117890024501,1.0241755285203558,1.0153051871167498,1.0096780637042935,1.006115215815875,1.0038622057575994,1.0024386396338576,1.001539623605611,1.0009720604418502,1.000613823609729,1.0003877401383512,1.000245070663478,1.0001550441620086,1.0000982380364565,1.0000623945015599,1.0000397782451993
9,6.480286440412508e-07,1.430278707670362,1.2816729684279349,1.1827491314190595,1.1176677729218496,1.0753049932952312,1.0479748439043968,1.0304646206506816,1.0193026323396017,1.0122123309725926,1.0077191336729876,1.0048761896799328,1.0030792164536357,1.0019441199368746,1.001227409012582,1.0007749899248901,1.0004894509675137,1.0003092554576407,1.00019554678401,1.0001237962815053,1.0000785227168478,1.0000499562069805
10,8.18546730706903e-07,1.531434681313132,1.3496076783056932,1.227819866748783,1.147231256849587,1.0944977777238811,1.0603303629704905,1.0383679416015998,1.0243348512366095,1.0154064130354545,1.0097422094391613,1.006155803342151,1.0038878629149457,1.002454849633266,1.0015498621038392,1.0009785268716591,1.0006179083085935,1.000390321375647,1.0002467030103273,1.000156077687682,1.0000988936914548,1.0000628117182744
11,1.0339338492393995e-06,1.6545215158168507,1.4328770089169334,1.2834086794750599,1.1838988943001822,1.118419971057252,1.0757922222550387,1.048287956686815,1.0306646516583693,1.0194298870715133,1.0122930569301214,1.0077702478161588,1.0049085157185627,1.0030996456716523,1.00195702570523,1.0012355609654264,1.000780139680436,1.0004927053733697,1.000311313538583,1.00019684986191,1.0001246229216003,1.0000790487133222
12,1.3059965479060535e-06,1.803690454544076,1.5345903135596677,1.351723730073315,1.2292348966009143,1.1481630278686648,1.0951043522996455,1.060721651346097,1.0386186130488442,1.0244946334357514,1.015507907175878,1.009806529328459,1.0061965038317073,1.0039135936783583,1.002471108092645,1.0015601330708666,1.0009850156313918,1.000622008916643,1.0003929144718364,1.0002483446479356,1.0001571188911906,1.0000995559972672
